no,text
1268,"【#見證長榮 感謝與期許✈直播得獎公布】
小潔以身為長榮的一份子為榮，長榮航空在飛航25周年之際，獲得SKYTRAX RESEARCH顧問公司評為五星級航空公司。
昨天是值得慶祝的日子，也是對眾多長榮航空員工的肯定與榮耀！
我們將持續維護這項榮譽，永無止境追求更優異的飛安紀錄，用心給予旅客最好的優質服務與最完美的空中之旅！
… More 現在小潔要公佈昨天上午直播期間觀賞影片並留言的4位幸運粉絲，可以得到我們的長榮獨家飛機模型，感謝大家的觀賞與祝福！
🎁林如香:http://goo.gl/2mguQz
🎁Amber Chen:http://goo.gl/WsdYlA
🎁劉旻育:http://goo.gl/7mmwc6
🎁林昱宏:http://goo.gl/hmBGd7
請得獎人於6/19以前私訊姓名、住址、電話，小潔將安排後續寄送！
#EVAAir #SKYTRAX #五星級航空
#長榮航空嶄新里程碑 #長榮佳話"
1269,
1270,"【謝謝你們，為長榮點亮世界級的第五顆星】
今天，對長榮航空來說，是一個值得紀念的日子
獲得全球航空業最高榮譽-五星級航空公司，固然讓人欣喜
但，更讓我們驕傲的，是25年來每天堅守崗位的工作團隊
因為他們永遠把旅客的小事當成自己的大事
才得以讓長榮航空再一次獲得國際的肯定
謝謝所有員工，你們點亮了長榮航空的第五顆星
也謝謝所有旅客與粉絲，你們的支持是我們恆久發光的動力
明天，我們會繼續努力，一如往常~"
1271,"【#長榮佳話 長榮航空晉級SKYTRAX五星級航空公司成員】
長榮航空晉級全球第8家最高榮譽五星級航空公司！
SKYTRAX RESEARCH顧問公司評長榮航空為五星級航空公司，是全世界第8家、台灣第1家獲得此航空界最高榮譽的航空公司。
長榮航空開航初期，就以成為世界上一流的航空公司為目標，在飛航25周年之際，獲得航空業界最高榮譽—五星級航空公司的殊榮，不負國人的期待，也讓台灣的航空服務業在世界發光、發熱。
✈詳情獲獎內容：http://goo.gl/y1DSXY
#EVAAir #五星級航空 #見證長榮 #長榮航空嶄新里程碑"
1272,《全球現場直播》長榮航空晉級SKYTRAX五星級航空發表會 / LIVE - EVA AIR certified as 5-Star Airline SKYTRAX Award Ceremony
1273,"【#見證長榮 ✨明早現場直播✨長榮航空嶄新的里程碑即將曝光！】
長榮航空再次邁向嶄新的里程碑，明天上午小潔將在現場為大家直播，請大家密切注意直播的通知哦！
直播期間觀賞線上直播並留言，將有機會獲得長榮獨家飛機模型，小潔邀您一起見證放眼國際並昂揚飛躍於世界的長榮航空！
#EVAAir #長榮航空嶄新里程碑 #長榮佳話"
1274,"【#好康報報 會員搭機人人有獎✈商務艙機票立即抽！】
小潔好康報您知，想要試試您的好手氣嗎？
活動倒數！
2016年1月1日~6月30日期間搭乘長榮航空由台灣地區出發之個人機票旅客，且為「無限萬哩遊」會員，皆可登錄參加好禮立即抽！
最大獎可得長榮航空亞洲線商務艙來回機票一張！還有好哩888，帶您一路發發發！(每張票號限參加一次)
另外尚未成為會員的粉絲們，只要於長榮航空網站申請入會並申請網路密碼，即可贈送1,000哩！
◽詳細活動請參閱：
http://goo.gl/TmV4If
📢線上加入會員：
https://goo.gl/VUWHbC
🎁活動抽獎頁面：
http://goo.gl/PVQryc"
1275,"【#端午節 立蛋得獎公佈】
端午蛋兒俏又俏✈
長榮航空端午立蛋活動在大家的熱情參與之下，活動圓滿結束！
今天經由長榮航空抽獎系統抽出一名飛機模型得獎者。另外由於粉絲們創意十足，小潔特此頒發小禮物給本次活動最有創意及立蛋好犀利的粉絲，請得獎者於6/16 17:00前私訊姓名、電話、地址，小潔將安排後續獎品寄送。
✈飛機模型得獎者：
黃湘穎-http://goo.gl/T55D0X
🎁立蛋高手獎：… More
Jerry Chen-http://goo.gl/YuBxug
🎁立蛋創意獎：
李寯-http://goo.gl/H1HzUb
粉絲Jerry，在圓滑的安全帽上立蛋，可謂是高手中的高手，小潔頌發立蛋高手獎。
粉絲李寯在蛋上畫出EVA立蛋LOGO，也非常不簡單，小潔頌發立蛋創意獎！
以上兩位粉絲可獲得本次活動的小禮物👉長榮航空飛機造型桌上便條夾，沒有得獎的粉絲也別灰心，小潔還有許多規劃好的活動在等大家來參與，歡迎大家多多關注我們的長榮航空粉絲團，掌握最新活動消息！"
1276,"【#端午節 ~玩立蛋來獲得長榮獨家飛機模型！】
端午到，蛋兒俏✈
端午節除了包粽子、划龍舟，立蛋也是不能少的節日遊戲。
小潔徵求立蛋高手！
『即日起至6月12日 23:59止，在本文下方上傳與長榮航空相關的創意立蛋照片，即有機會獲得長榮獨家飛機模型✈』
㊗小潔在此預祝大家，立蛋成功！！
👉活動規範:
⚪活動將於6月13日抽出得獎者並當日公告於長榮航空粉絲頁，且飛機模型不提供得獎者挑選、轉讓或更換。
⚪請勿使用他人照片，如發現非上傳者個人原創，則取消抽獎資格。
⚪嚴禁發表與主題無關或涉及暴力、色情、毀謗等違反善良風俗之照片內容，長榮航空保留最終審核權。如不符合相關規定，長榮航空得不經通知有權取消參加本活動資格。"
1277,"【分享 #月刊AIRLINE 雜誌“搭乘全新A330-300平躺式座椅輕鬆體驗”No.3】
小潔分享月刊AIRLINE雜誌A330－300的報導，總算進入最後一篇。
內容追求詳細，更要連細節也不放過，邀請您一起體驗。^^
＜台日航線也引進全平躺式座椅　EVA的堅持＞
攝影・文字◎阿施光南
… More 新型A330-300「桂冠艙」的陳設，其實和以前的商務艙座椅一樣，都是2-2-2的座位排列，座位數目也不變。但是，有稍微將座椅調整角度呈斜放排列，以確保腳伸直時與前座仍保有空間，座椅也能放平。
從成田到台北，去程因為逆風的情況不到4小時，回程順風的情況有時只要3小時。何況，從餐前飲料到前菜、主菜還有甜點，整套飛機餐都吃完了，似乎也沒多少時間讓人放平座椅、進入熟睡狀態。
其實，小編在實際搭乘之前，確實也曾懷疑在短程的台日航線中，這樣是否有點超過標準。
然而，即使餐後只剩一點時間也要體驗一下，能完全平躺果然是很幸福的事。沈浸在飯後馬上躺平的小小罪惡感的喜悅中，深感這將會是競爭激烈的台日航線上，富有競爭優勢的座椅。
觀察身邊其他乘客，大家都在飛機起飛後就早早放平座椅，不少人還昏昏入睡。
小編認為，難得一趟飛行若錯過「京料理　中村」或「鼎泰豐」的點心，是多麼可惜的事啊！然而，任何人包括以高品質的休息為優先考量的商務客，都希望能以自在的方式度過在機艙內的時光，因此全躺式座椅絕不是功能超標，長榮航空提供了如此能滿足乘客需求的奢侈選項。"
1278,"【#好康報報 台北-布里斯本航線10月4日起大幅增班】
自10月4日起，台北-布里斯本航線由目前的每週2班增加至每週5班。
往返澳洲更便利，小潔都想週週飛～✈
布里斯本一直是大家熱愛的旅遊景點之一，昆士蘭州的黃金海岸、大堡礁更是世界上著名的旅遊勝地。長榮航空台北-布里斯本航線，開航至今，與昆士蘭州建立了深厚的情誼，台北市立動物園的無尾熊，就是由昆士蘭州搭乘長榮航空布里斯本航班來到台灣，在此落地深根、孕育成長。
… More 另外航班時間也將同步調整為中午起飛、當天傍晚抵台，讓經台北轉機至歐美的旅客，在航班銜接上更便利，返台旅客也可於抵台後無時差的好好休息。
📢詳情訊息：http://goo.gl/Ie6QHd
#EVAAir #EVAFanPhoto @Toony Choou"
1279,"【分享 #月刊AIRLINE 雜誌“搭乘全新A330-300平躺式座椅輕鬆體驗”No.2】
小潔帶來第二篇「月刊AIRLINE」刊載的 “搭乘全新A330-300平躺式座椅輕鬆體驗”No.2，這次輪到飛機餐的話題，請細細品味^^
＜從台北出發才能品嚐　三星級和食體驗＞
攝影・文字◎阿施光南
… More 由中村主廚精選的飛機餐，自2015年引進關西航線，獲得極高的好評。雖然如此，在眾多日本食品中，一提到「京料理」，給人的印象就是對食材和烹調方法極為講究。
然後，長榮航空的飛機餐不論回來航班，都是在台灣的空廚製作，主要採用台灣的食材烹調。
這樣能否真實展現出榮獲米其林星級的極緻京料理，小編是有點存疑。
不過，據說中村主廚曾數度造訪台灣在地嚴選食材，更擔任日式餐點的大廚，同時也持續地提供指導。更厲害的是，在東京線使用的陶器，充分展現出「中村 京料理」的美學與精髓。實際品嚐之後，完全顛覆了日式餐點的飛機餐由日本航空公司推出的「常態」。
補充說明一下，商務艙的餐點有2種可供選擇，前往成田的班機上提供「中村」精選的和食或中餐，由成田起飛的班機上則提供西餐或中餐。中餐推出的則是榮獲紐約時報評選為「世界10大餐廳」的「鼎泰豐」點心作為菜單，但是品質絕不輸給西餐，只要看到照片應該就能理解。"
1280,"【分享 #月刊AIRLINE 雜誌“搭乘全新A330-300平躺式座椅輕鬆體驗”No.1】
由日本IKAROS出版社旗下的「月刊AIRLINE」雜誌，特別採訪去年12月剛引進的A330-300報導出爐了。
小潔從今天起為各位粉絲進行3天的雜誌內容介紹。
充滿魅力的A330-300，歡迎大家也一起來體驗！^^
＜搭乘全新全平躺式座椅輕鬆體驗＞
往返成田<->台北桃園航線，搭載全新的A330-300，已經正式飛航了。… More
EVA第4架A330-300推出的商務艙裡，也祭出米其林三星級和食，以下為您介紹愉悅的飛行體驗。
攝影・文字◎阿施光南
☆成田往返台北桃園航線的魅力選擇☆
來自台灣的長榮航空2016年邁入啟航25週年。由於與日本的關係密切，目前除了羽田、成田、關西、新千歲、函館、旭川、仙台、小松、福岡、那覇等日本國內10個機場的定期直航航班，還有依季節增開前往青森、秋田等城市的專機。
若是從東京飛往台北的情況，或許多數人會利用離兩邊市中心比較近的羽田機場與台北山機場之間的航班。但如果考量到從台北延伸往世界各地的觸角，從成田機場飛往桃園機場的路線會比較方便。這也是長榮航空以桃園機場為據點，航線涵蓋歐洲、美洲、亞洲以及大洋洲等超過60座城市的緣故。
此外，長榮航空聘有多名日籍客艙空服員，不僅在日本線，連前往世界各地的航線也有日籍乘務員，而且多數台籍乘務員也能以日語溝通，令人感到安心。
本雜誌的讀者應該有不少人搭飛機的出發點，純粹想感受飛航的樂趣，對於這類讀者，成田<->桃園線對他們也會很有吸引力。長榮航空自2015年12月起，於成田線的A330-300桂冠艙（商務艙），新引進全平躺式座椅。更重要的是，長榮航空於從桃園起飛回日本的航班上，提供連續5年獲得米其林三星殊榮的「中村 京料理」主廚精選的飛機餐。"
1281,"《台灣之光！》
各位粉絲晚安，我們的羽球選手戴資穎在今天印尼雅加達羽球頂級超級系列賽""拍""下冠軍！
小潔在這邊要恭喜資穎，今天的比賽非常精采，精湛傑出的球技表現，感謝她為台灣爭光！
戴資穎/ Tai Tzu Ying
戴資穎/ Tai Tzu Ying is feeling great.
June 5, 2016 at 12:33 PM ·
首座頂級超級系列賽冠軍入袋..
The first champion of Superseries Premier..
^^page admin"
1282,"恭喜我國羽球選手戴資穎在今天印尼雅加達羽球頂級超級系列賽取得爭冠的資格。讓我們共同為資穎加油，預祝在明日的總冠軍賽奪得勝利，為國爭光！
戴資穎/ Tai Tzu Ying
戴資穎/ Tai Tzu Ying
June 4, 2016 at 1:05 PM ·
中國時報=>戴資穎擒前球后 印尼頂級羽賽爭冠
李弘斌／綜合報導
台灣「羽球一姐」戴資穎今天在總獎金90萬美元的印尼羽球頂級賽繼續發威，以21比9、21比15擊敗中國大陸的前球后王適嫻，明天將與另一位前世界球后王儀涵爭奪女單冠軍。第4種子王儀涵今以16比21、21比11、21比17逆轉淘汰現任球后馬琳。
… More 這是小戴自馬來西亞之後，連續兩項頂級賽打入女單決賽。她在馬來西亞最後不敵泰國天才少女伊瑟儂，屈居亞軍，但過去對戰王儀涵取得4勝3敗優勢。小戴目前世界排名第9，瘦身成功後展現威力，這次在印尼打入決賽，對提升世界排名與爭取里約奧運種子將有很大助益。^^page admin
http://www.chinatimes.com/realtimenews/20160604005629-260403"
1283,"【#好康報報 ~大阪、成田機場正式啟用自助報到服務】
小潔帶來便利服務的好消息✈
長榮航空在關西大阪國際機場、東京成田國際機場航廈出境大廳正式啟用自助報到服務(KIOSK)，您只要跟著指示選擇，並列印登機證，即可完成快速報到服務。
小潔特別提醒，如果您已經在網站上完成網路報到，也只要攜帶您的「網路報到確認單」，至自助報到服務櫃檯，就可以立即取得登機證。
託運行李的部分，請在列印登機證後，直接交付行李託運櫃台，之後就能前往出境安檢及登機門。
📖詳情訊息：https://goo.gl/QB2gZl
📖自助報到說明：http://goo.gl/Y4gsl
#EVAAir #大阪 #成田 #KIX #NRT
#JapanTrave #自助報到 #kiosk"
1284,"【🗻富士山，在三萬英呎高空遇見""她""】
在日本，富士山是座特別神聖的火山，圓錐形的美麗身影，是日本最具代表的自然景點，同時更列入世界文化遺產哦！
往返日本東京的飛行旅途中，您將有機會在三萬英呎的高空上欣賞戴著白色帽紗的富士山，在空中一探它的美麗面貌。
#EVAAir #EVAFanPhoto @Andy Chen"
1285,"【今日(6/2)長榮航空19:45後入境之航班，將恢復由桃園機場第二航廈入境】
桃園機場第二航廈電力全面恢復，19:45之後入境航班將恢復由第二航廈入境。
旅客如有需要航班離/到場證明，長榮航空全球資訊網已有新增列印『航班離/到場證明』功能，讓您能夠自行下載列印。
歡迎有需要的旅客可以到長榮航空全球資訊網【首頁 > 時刻表與航線 > 班機實際到離 > 航班離/到場證明】自行下載/列印。
📣桃園機場雷雨影響航班作業之訊息：https://goo.gl/ut7egl
📣航班離/到場證明列印：https://goo.gl/PSOeRO"
1286,"【今日(6/2)長榮航空航班16:00之後將由桃園機場第一航廈入境】
由於桃園機場第二航廈停電，導致對外通訊異常，長榮航空/立榮航空國際線班機16:00之後的入境航班將由第一航廈入境，敬請接機民眾，改往第一航廈接機。
另外旅客如有需要航班離/到場證明，長榮航空全球資訊網已有新增列印『航班離/到場證明』功能，小潔歡迎有需要的旅客可以到長榮航空全球資訊網【首頁 > 時刻表與航線 > 班機實際到離 > 航班離/到場證明】自行下載/列印。
📣桃園機場雷雨影響航班作業之訊息：https://goo.gl/ut7egl
📣航班離/到場證明列印：https://goo.gl/PSOeRO
#EVAAir #EVAFanPhoto @Eric Pao"
1287,"【#旅遊小叮嚀 桃園機場雷雨影響航班作業之訊息】
桃園機場因雷雨影響部分航班作業，小潔提醒搭機旅客及接機民眾多利用長榮航空官網""班機實際到離""服務，或是利用手機APP EVA Mobile ""班機到離"" ，即時掌握航班最新動態。
✈查詢班機實際到離：https://goo.gl/Ec8kmz
✈桃機公司新聞訊息：http://goo.gl/MqDXTn"
1288,"【#長榮佳話 見證歷史！MD-90型客機正式光榮退役】
小潔帶來今天下午MD-90現場退役報導！
立榮航空B7-8890班次，於金門飛往台北松山，下午1點15分完美降落在松山機場，MD-90型客機正式光榮退役！
細長悠揚的機身，平靜展翅的機翼，今天在歡笑與感恩的心，在MD-90機隊飛行員及工作夥伴們共同迎接MD-90的抵達，現場響起熱烈的掌聲，感謝MD-90對台灣天空的付出與貢獻。
… More 為了讓每位旅客留下難忘的回憶，搭乘此趟航班的旅客，都能獲得限定的MD-90型客機3D立體拼圖及珍貴的歷史見證書留存紀念，同時也邀請所有旅客參與退役儀式，共同見證這歷史性的一刻。
另外小潔最佩服當中的學生乘客，穿著畢業服也要和MD-90一起畢業！更有許多飛機迷粉絲自己特別準備模型飛機找機組員簽名，一同留下美好的回憶！
IT’S TIME TO SAY GOODBYE～MD-90型客機正式光榮退役！
#MD90 #UNIAir #B78890 #TSA"
1289,"【#長榮佳話 MD-90即將功成身退-『金門現場』】
已經有飛機迷的朋友正在金門機場為大家見證歷史出發的一刻，飛機抵達松山機場後，下午1點15分將會有退役儀式！
隨後小潔還會為大家帶來下一則報導，請各位粉絲期待！
#EVAAir #EVAFanPhoto @Zinsen Yang
#MD90 #UNIAir #B78890 #KNH"
1290,"【#長榮佳話 MD-90即將功成身退】
小潔特報：『2016年6月1日』今天是MD-90型客機光榮除役的日子✈
MD-90型客機將為台灣民航留下一頁歷史，讓我們一起準備與MD-90型客機寫下最後的飛行記憶。
#MD90 #UNIAir #B78890
高雄國際機場 Kaohsiung International Airport
May 31, 2016 at 3:41 AM ·
真是有點感傷…
台灣的天空以後看不到這種機型了
MD-90即將離開台灣
所以小編特別幫她作了離別紀念專輯…
她離開高雄機場的最後航班預定是6月1日上午10點的立榮航空公司由高雄飛往金門的8915班次,粉絲們可千萬不要錯過哦…"
1291,"【✨好吃、好買、好美、好震撼之旅遊CP值破表的土耳其✨】
位於歐亞交界的土耳其，擁有豐沛的歷史文明、世界三大菜系美食、奇特的地貌景觀、世界最多人造訪觀光景點【有頂大市集】、濃濃伊斯蘭宗教文化的清真寺和美麗旋轉舞表演、在充滿傳統鄂圖曼建築的番紅花城漫步，體驗傳統當地風情，當地景點不勝枚舉，去過的人都想再來！
混合東西方文化、種族、歷史的神秘國度土耳其，在這裡，好吃、好買、好美、好震撼一次擁有！
… More 此生必去的旅遊景點，感受古文明最奇幻的奧妙，就從土耳其開始！
土耳其幅員廣闊，來這裡跟團最方便。
不用煩惱景點與景點之間交通，包吃包住包玩包稅＞＞＞＞＞
✈卡帕多奇亞驚奇之旅:http://goo.gl/VnnN7V
✈歐亞神秘古文明之旅:http://goo.gl/AQrr6O
✈土希雙國愛琴海之旅:http://goo.gl/sLVDsE"
1292,"【✈我的機翼上有台車！】
如果沒有仔細看，小潔還真沒有發現！
一張機迷拍到的趣味照片
地面上的車與機翼巧妙的疊在一起
車子看起來像在機翼上行駛
各位粉絲們，您找到亮點了嗎？😄
#EVAAir #EVAFanPhoto @葉治羲"
1293,"小潔來分享松山機場舉辦的「兒童水彩寫生」徵稿比賽~
各位爸爸、媽媽們快帶您的小朋友一起發揮想像力^_^
用五顏六色的水彩，來畫下您眼中的景色
活動還有豐碩的獎品等您帶回家哦！
台北松山機場 Taipei Songshan Airport
April 30, 2016 at 2:00 AM ·
【小編快報】
105年第二季觀景台活動開跑囉🎉🎉🎉!!!
這次的主題是「兒童水彩寫生」徵稿比賽，比賽分為兩個階段進行，通過第1階段的朋友們才能進入第2階段比賽唷。
第1階段：5月1日起至5月31日，主題不設限
第2階段：通過選拔的選手，將6月25日於松山機場觀景台，現場寫生。
PS：以上活動皆以郵戳或電子郵件寄發時間為憑，逾其恕不受理唷😰😰😰
活動精彩，獎品豐碩，這麼有趣的活動，你~準備好了嗎?
小朋友!!! 快拿出你們的水彩筆及顏料管，一起調配這片天🌆🌇🌄🌅🌃的色彩吧
詳情請洽世界民航雜誌 陳小姐 電話02-27152800轉24
#松山機場觀景台 #水彩寫生 #世界民航雜誌 #一定要來唷"
1294,"【新北市與長榮航空再度攜手✈推廣韓國旅客漫遊新北】
搭乘Hello Kitty機旅行去，為新北市拼觀光Ready Go！
長榮航空Hello Kitty彩繪機近日榮獲美國專業旅遊雜誌Global Traveler頒發「卓越原創大獎」，這次新北市政府與長榮航空宣布攜手合作，推出10大魅力主題旅程，並包裝「搭乘Hello Kitty Jet旅行去，感受新北獨特魅力！」機加酒自由行產品。
Hello… More Kitty彩繪機夢幻之處不僅僅在可愛的外觀，機上以Hello Kitty主題設計的餐點及各項服務用品，希望能將新北市一步步推向韓國人心目中的最佳旅遊地點，期望帶動一波新北旅遊熱潮，讓其他韓國旅客追隨部落客的步伐，探索新北市之美！
※長榮航空目前飛航首爾航班，每週達34班，其中每日一班以Hello Kitty彩繪機飛航。
📖新北市與長榮航空攜手推廣韓國旅客漫遊新北：
http://goo.gl/AZaKU0
#EVAAir #NewTaipeiCity #Seoul
#HelloKitty彩繪機 #HelloKittyJet"
1295,"【✈我心飛揚 - I Believe I Can Fly】
小潔與偏鄉學子一起追逐飛行夢想！
立榮航空及張榮發基金會在馬祖南竿舉辦「我心飛揚－I Believe I Can Fly」講座，由立榮航空各個領域的專家們擔任講師，和在地的大、小朋友們，深入探索充滿挑戰的航空業。
現場更由馬祖出生、成長的長榮航空777-300ER副機長楊智傑，以及空服員陳璽如與學弟妹分享築夢的心路歷程，一同關懷偏鄉及離島學子。
航空業一直是年輕學子喜愛的夢幻行業，靠著自己的意志力創造出無限可能，讓熱愛飛行的美夢成真，希望透過這次講座能陪伴偏鄉離島的學子也能擁有飛行的夢。
#IBelieveICanFly #EVAAir #UNIAir
#Matsu #馬祖 #FlyDream"
1296,"【#機上放大鏡 ~長程飛行享舒眠】
長時間待在飛機上，如果沒有好好休息，到了目的地也無法好好旅行。
小潔來跟大家介紹，全新的皇璽桂冠艙鋪床服務，為了讓旅客在機上也能擁有居家般的舒適環境，於飛行歐美航線的皇璽桂冠艙推出全平躺魚骨座椅專用床墊。
👍100%高品質純棉
👍舒適柔軟
溫暖舒適般的享受，讓您長程飛行一夜好眠， 輕鬆飛抵目的地。
✈皇璽桂冠艙鋪床服務，讓您雲端享舒眠：
https://goo.gl/0JNrVG
#EVAAir #皇璽桂冠艙"
1297,"【✨超夢幻的南歐世界遺產秘境✨】
南歐旅程就是要與、眾、不、同！
小潔不藏私推薦南歐的夢幻景點！
在這裡打卡才厲害！
🔶No.1✈
位在義大利北部的五漁村，峭壁上五彩繽紛的小屋成為蜿蜒山景與美麗海岸線中最美的點綴。
🔷No.2✈
在希臘東正教領域裡最大、也是最重要的聖地－天空之城梅堤歐拉，在這裡你可以深入希臘的宗教精髓，感受不一樣的希臘風情。… More
🔸No.3✈
土耳其棉堡是全球罕見的地質特色，因其特殊的白石地形狀似棉花而得名，層層相連如梯田般的景觀、天然溫泉的湧出，彷彿走進充滿潔白雲朵的夢幻城堡！
🔹No.4✈
國家地理雜誌評選為十大美景之一的土耳其卡帕多奇亞，也是全球十大熱氣球勝地之一，隨著熱氣球緩緩升空，眺望觸目所及千奇百怪的天然石雕，是來到這裡絕不可錯過的體驗活動！
🎩南歐秘境景點這裡找⤵
👉地中海五國郵輪之旅:http://goo.gl/Qs1CS9
👉邂逅藍與白希臘之旅:http://goo.gl/r7YE79
👉卡帕多奇亞驚奇之旅:http://goo.gl/YKg5d8
👉歐亞神秘古文明之旅:http://goo.gl/Sxf21M
👉土希雙國愛琴海之旅:http://goo.gl/XoKfbN
#EVAAir #EVATravel #南歐秘境
#義大利五漁村 #希臘梅提歐拉
#土耳其棉堡 #土耳其卡帕多奇亞"
1298,"🚗地上跑的汽車，跑在路上追風兒
✈天上飛的飛機，飛在空中追雲趣
#EVAAir #EVAFanPhoto @dai0210"
1299,"【#長榮佳話 ~長榮航空榮獲2016年Global Traveler卓越原創服務大獎】
小潔帶來一則✨萌✨消息！
👉長榮航空Hello Kitty彩繪機，榮獲2016年Global Traveler卓越原創服務大獎🏆
美國專業旅遊雜誌Global Traveler公布2016年休閒生活品味獎(Leisure Lifestyle Award)得獎名單，長榮航空繽紛夢幻的Hello… More Kitty彩繪機榮獲其中的2016年度卓越原創服務(Outstanding Customized Service)大獎。
Global Traveler雜誌自2012年開始舉辦「休閒生活品味大獎」，由該雜誌資深編輯群對相關產業進行評比，頒發多項大獎。
其中的「卓越原創服務大獎」是為表彰旅遊業界獨具巧思的創新服務，此獎項每年僅選出一位得主。今年長榮航空以Hello Kitty彩繪機的機身彩繪、機艙環境、服務用品及機上餐點等創新巧思，在眾多的競爭者中脫穎而出，奪下這項殊榮。
目前長榮航空共有七架不同主題的Kitty機飛航至東京、大阪、福岡、首爾、上海、新加坡、峇里島、休士頓、關島及巴黎等航線。獨創的Hello Kitty彩繪機更於今年4月入選英國《每日郵報》「全球八大最驚艷彩繪機」。
✈Hello Kitty Jet 官方網站：http://goo.gl/TPzjfe
📖詳情請參閱長榮航空官網：http://goo.gl/2ZFVIc
#EVAAir #EVAFanPhoto @Eric Pao
#HelloKitty彩繪機 #HelloKittyJet"
1300,"""520""
是有溫度的數字
因為它的諧音是~我愛你 ❤
特別的一天，同時也是小潔姐妹Jill的生日🎉，小潔除了寫一張生日快樂的卡片獻給她，另外也特別寫給廣大的長榮航空粉絲們，我愛大家！
你也想和長榮航空的空、地勤同仁加油打氣嗎？小潔邀請您在下方留言讓他/她知道呦！
#520我愛你 #EVAAir"
1301,"【親愛的我愛你~讓我們來一場遠行吧✈上傳結婚照抽地中海/愛琴海郵輪之旅】
還在懷念過去說走就走的衝動，兩人一起在陌生環境探險的快樂嗎？
不用等到金婚、銀婚才慶祝，現在就立即行動，來趟度假，享受什麼都不用顧慮的自由✨
趕快到食尚玩家FB活動頁 https://goo.gl/Mxd0Th 上傳結婚照(爸爸媽媽的照片也可以哦！) 📷
就有機會得到浪漫雙人旅程大獎-地中海/愛琴海頂級郵輪之旅，重回只屬於兩人的甜蜜時光。🚢
✈看更多魅力歐洲旅遊產品介紹 http://goo.gl/qyu5s8
#EVAAIR #食尚玩家 #頂級遊輪之旅"
1302,"【買張機票遊日本✈日本東京免費住一晚！ ~活動得獎公布】
玩瘋東京就在春日正好的季節出發，準備買張機票去東京購物～✈
在大家熱情的揪人分享之下，活動熱熱鬧鬧的圓滿結束，今天經由長榮航空抽獎系統抽出1位幸運的得獎者，小潔要恭喜她~~😄
沒抽中也不要擔心，飯店只要看到✨ https://goo.gl/IhgeXL ✨此連結的朋友，即可享有飯店的獨家特別優惠！！！
🎁… More即日起至2016年7月15日止在飯店內之特色餐廳「HARMONY」消費並提示出示活動文章之圖片，即可享有免費飲品1杯的服務喔！
(飲品內容:啤酒,白酒,紅酒,不含酒精之飲料 其中擇一)
🌸皇家花園飯店 THE 汐留-得獎者: ✨ 洪曉予 https://goo.gl/cvhsdP ✨
接下來，請幸運的得獎者，於2016/5/25日前，以私訊方式提供：
🐾 2016年5月23日(一)至2016年7月15日(五)期間搭乘長榮前往日本的機票票號。
🐾 住宿券寄送地址、收件人姓名、電話。
🐾 提供本人及一位同行旅客護照姓名、聯絡方式及入住日期。
🐾 小潔確認機票票號無誤後，會立即為您寄送住宿券，千萬不要放棄這麼好的機會喔！
🐾 活動規範請參考：https://goo.gl/IhgeXL"
1303,"【#長榮航勤 ~愉悅的寰宇旅行從地面開始】
也許你正忽略他們
#搭乘長榮航空 愉悅的寰宇旅行背後，每趟飛機起飛、降落，總有他們的身影，手拿指揮棒的飛機引導員，正指引著飛機慢慢停靠在機坪上。
長榮航勤的同仁正全心投入，提供旅客更安全、更有效率的服務。
#EVAAir #EVAFanPhoto #EGAS"
1304,"小潔好康報您知📣
【2016初夏國際觀光博覽會，長榮航空現場購票95折，再獨享樂e購優惠碼！】
暑假大家都安排好出國去哪兒玩了嗎？2016下半年的旅程就從 #搭乘長榮航空 開始，超值優惠機票就是要提供給愛旅遊的大家，歡迎大家來現場蒞臨搶購。
… More 喜愛購物的朋友也有福了，除了超值的優惠機票，長榮航空於台北國際觀光博覽會期間，每日提供500張長榮樂e購DM供大家索取，憑DM上的活動帳號及密碼購買長榮獨家館商品，享有8折優惠及免運費輕鬆宅配到府。
✈詳細資訊請參考：http://goo.gl/aLaUv7
✈夏季線上旅展：http://goo.gl/5HWzDM
✈長榮樂e購：https://goo.gl/AkTNQe
#好康報報 #夏季旅展 #國際觀光博覽會 #旅展 #Travel"
1305,"【✨歐洲旅遊新玩法！頂級地中海／愛琴海郵輪之旅✨】
小潔想要貪心的多玩幾個歐洲國家，總要思考如何坐地鐵與國內飛機，往往耗費不少時間在趕行程，勞心又勞力，現在你有另一個歐洲旅遊新玩法，不用想行程、不用辛苦拉車的郵輪之旅！
在郵輪上，你可以享受不一樣的海上慢活，愜意躺在甲板上感受海風的吹拂、地中海陽光的照耀。
擁有想玩什麼就玩什麼的自由，各式豐富的娛樂與運動設施體驗：游泳池、健身中心、4D電影院、Samsara… More Spa放鬆身心，與來自世界各地的奢華美食佳餚享用不盡，更有精品免稅店可以不用人擠人的血拚。
五星級的海上享受、一次收集歐洲多國，從西班牙、法國、義大利、希臘到土耳其伊斯坦堡，體驗地中海城市島嶼，藝術小鎮、古文明世界遺跡、夢幻度假小島一網打盡。
這樣玩，才過癮！才是真正的旅遊玩家！
今夏就啟航，來一場奢華的海陸之旅！
✈🚢浪漫愛琴海郵輪之旅👉http://goo.gl/kGGD5J
✈🚢地中海五國遊輪之旅👉http://goo.gl/SkZANQ"
